Link,Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
https://app.thestorygraph.com/books/292a7fc8-afe3-4c46-9998-25853170eeb6,Any Way the Wind Blows,Rainbow Rowell,,9.78E+12,hardcover,read,8/6/2021,7/7/2021,7/7/2021,1,"emotional, hopeful, mysterious",medium,,,,,,4,,,,,No
https://app.thestorygraph.com/books/294134fb-8c78-40ec-be76-e674d13ad7f8,Before the Coffee Gets Cold,Toshikazu Kawaguchi,Geoffrey Trousselot (Translator),9.78E+12,paperback,read,11/12/2022,11/25/2022,2022/11/25-2022/11/25,1,"emotional, hopeful, reflective",medium,Character,It's complicated,Yes,N/A,Yes,3,,,,,Yes
https://app.thestorygraph.com/books/2a03153a-58cc-463f-aec4-3b6b39cf72fa,Yumi and the Nightmare Painter,Brandon Sanderson,Aliya Chen (Illustrator),9.78E+12,hardcover,read,12/25/2023,12/27/2023,2023/12/25-2023/12/27,1,"adventurous, emotional, mysterious",medium,A mix,Yes,It's complicated,Yes,Yes,4.25,,,,,Yes
https://app.thestorygraph.com/books/d5abc1dd-f5e9-4e59-8507-949d669d9b8b,Darius the Great Is Not Okay,Adib Khorram,,9.78E+12,digital,read,12/19/2018,5/3/2020,5/3/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/2a5fe884-3cb1-42bd-b511-2f45f0811482,Bliss Montage,Ling Ma,,9.78E+12,hardcover,read,5/30/2023,7/31/2023,2023/07/30-2023/07/31,1,"emotional, mysterious, reflective",medium,Character,N/A,N/A,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/b6734d8b-d9e8-46c9-b329-902917631dd2,Summer of Salt,Katrina Leno,,9.78E+12,hardcover,to-read,10/30/2018,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/2a9a42dd-1dcf-4092-a211-13166e1ee890,To Shape a Dragon's Breath,Moniquill Blackgoose,,9.78E+12,paperback,read,8/22/2023,9/24/2023,2023/09/21-2023/09/24,1,"adventurous, challenging, emotional, reflective",medium,A mix,Yes,Yes,Yes,No,5,,,,,Yes
https://app.thestorygraph.com/books/2ae5240e-34aa-412e-9ea3-dbbef265b741,These Hollow Vows,Lexi Ryan,,9.78E+12,digital,read,6/23/2023,6/24/2023,2023/06/22-2023/06/24,1,"adventurous, emotional, mysterious",medium,A mix,N/A,N/A,No,N/A,3.25,,,,,Yes
https://app.thestorygraph.com/books/2aeb4518-97ab-43ee-95c3-cab0edf10484,Revelle,Lyssa Mia Smith,,9.78E+12,hardcover,read,2/17/2023,2/17/2023,2023/02/16-2023/02/17,1,"adventurous, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/2af1ef71-b458-415c-a664-6cfd1748d6ae,Immortal Longings,Chloe Gong,,9.78E+12,hardcover,read,7/23/2023,7/26/2023,2023/07/23-2023/07/26,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,Yes
https://app.thestorygraph.com/books/2b03c6a3-7fee-4fd0-8fb5-71e9da6a473e,Maame,Jessica George,,9.78E+12,hardcover,read,1/31/2023,2/12/2023,2023/02/10-2023/02/12,1,"challenging, emotional, funny, reflective, sad",medium,Character,Yes,Yes,Yes,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/2b775e9c-0a43-4c64-b7fc-76d1df6356a3,Tokyo Ever After,Emiko Jean,,9.78E+12,hardcover,read,6/16/2022,6/19/2022,2022/06/19-2022/06/19,1,"adventurous, emotional, funny, lighthearted",fast,A mix,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/2bb277a7-1b7a-4623-9a7e-b0cda45aadca,Show Us Who You Are,Elle McNicoll,,9.78E+12,paperback,to-read,12/22/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/2ce4e65a-77f3-4ed5-9d3c-a1dcd061ffaa,"Song of Silver, Flame Like Night",Amélie Wen Zhao,,9.78E+12,hardcover,read,1/18/2023,1/19/2023,2023/01/17-2023/01/19,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,Yes
